text,true_label,lr_pred,lr_prob,xgb_pred,xgb_prob,bert_pred,bert_prob,all_agree
proindependence parties want catalan parliament to discuss independence on monday report,0,0,0.06116860486661406,0,0.18875949,0,0.00027693782,True
kentucky clerk opposed to gay marriage to run for  reelection,0,0,0.4726056459361809,0,0.21143314,0,0.008642502,True
xi says china navy to join usled  pacific rim drill xinhua,0,0,0.026445668349984425,0,0.00581609,0,0.00039762948,True
illegal alien who helps illegals stay in us arrested for drunk drivingwhy the left may not be able to stop her deportation video,1,1,0.9834804480859645,1,0.9994299,1,0.9998665,True
republicans dont need a single democrat to fund trumps border wallso whats the holdup,1,1,0.84899136131288,1,0.9530137,1,0.8685475,True
eus tusk appealed to rajoy to avoid escalation in catalonia,0,0,0.10971745800642094,0,0.05450495,0,0.00024398448,True
breaking dnc charwoman shouted down in chaos during opening remarks video,1,1,0.9961589386753638,1,0.99802303,1,0.9994356,True
 bombshell fbi admits they are directly investigating donald trump,1,1,0.9823159477129797,1,0.97255546,1,0.9997706,True
white house debt path view tied to optimistic growth forecast,0,0,0.09618621763646365,0,0.038008306,0,0.0009174341,True
trump campaign asks capitol hill to back him in khan controversy,0,0,0.36460030856780967,0,0.23316306,0,0.0019149967,True
south africas court to hear states appeal against pistorius in november,0,0,0.03704352446775795,0,0.014615519,0,0.0002222279,True
trump administration taps coal consultant for mining oversight role,0,0,0.10224470864920614,0,0.054971393,0,0.0005671432,True
dirty jobs mike rowe great opportunities out there that people dont know exist video,1,1,0.9792975898457753,1,0.9978282,1,0.99674964,True
factbox  the four men charged in us probe of trumprussia ties,0,0,0.021796602782916962,0,0.0029449277,0,0.0005056597,True
 this latest president obama accolade will enrage trump who is only getting more unpopular,1,1,0.8901750332071067,1,0.9906561,1,0.99948287,True
trump macron agree to work together on north korea white house,0,0,0.026430362101998894,0,0.0084489975,0,0.00028191417,True
trump to nominate juster to be ambassador to india white house,0,0,0.02448578041413171,0,0.15961659,0,0.001107224,True
millions of insecure gadgets exposed in european cities report,0,1,0.7966567418130873,0,0.3418276,0,0.0068049724,False
 racistasfck gop mayor busted on tape calling black people chimps and nrs audio,1,1,0.9923823034180034,1,0.9986154,1,0.99983096,True
class act watch betsy devos respond while students at black college yell heckle turn backs on her during commencement speech video,1,1,0.989589539097842,1,0.99975854,1,0.99981767,True
a defensive john kerry asks that israel move its borders back to  video,1,1,0.9183349474657169,1,0.99772793,0,0.20196912,False
zing kellyanne conway mocks cnns obsession with russia russia video,1,1,0.9404180460792135,1,0.9713874,0,0.019252267,False
 hillary calls in live to cnn to pummel trump on veteran donations video,1,1,0.9892768827683224,1,0.99703157,1,0.54244936,True
skeptical lawmakers pressure comey on trump wiretap claim,0,0,0.13052748658956623,0,0.04871926,0,0.0009077006,True
 ted cruz attacks sean penn for glorifying homicidal killers  heres penns brilliant response video,1,1,0.990259573027921,1,0.99960643,1,0.99933773,True
ban the burqa women wearing a burqa in switzerland could face  fine,1,1,0.5173353202775737,0,0.26338202,0,0.00917227,False
us senate candidate moores wife says he will not step down,0,0,0.0634472164428005,0,0.030056747,0,0.00445649,True
end of the globalist era bush and romney families make big announcement on  election,1,0,0.4752393474183327,1,0.80340993,1,0.8897685,False
awesome greg gutfeld world hatred of trump is their problem not ours video,1,1,0.9740177642689507,1,0.9957568,1,0.998968,True
death toll in attack on mosque in egypts north sinai rises to  state television,0,0,0.0942365165929553,0,0.18539126,0,0.0005793546,True
national border patrol union gives first time ever endorsement you can judge a man by his opponents,1,1,0.5860655627946796,1,0.9955928,1,0.99903727,True
mayor says atlantic city may face bankruptcy after bill vetoed,0,0,0.08555628148446336,0,0.008640374,0,0.004593266,True
 white house says its releasing hillarys private concession call to trump in bid to humiliate her,1,0,0.1525012479008621,1,0.92626196,1,0.86382973,False
breaking cnn producer caught on undercover video trashing trump voters stupid as sht video,1,1,0.998619767400934,1,0.9991704,1,0.99976,True
the guy who punched moldylocks speaks out about violent antifa female with a bottle video,1,1,0.9769233836397707,1,0.99596775,1,0.99903166,True
chilean president says trump concerned about venezuelan crisis,0,0,0.045541477297212155,0,0.009832437,0,0.0003442611,True
slovakia to build army personnel carriers with finlands patria,0,0,0.22737599783734852,0,0.048045885,0,0.0003510756,True
as us weighs afghan strategy hopes set on fledgling air force,0,0,0.0794258784719766,0,0.08921922,0,0.0014037169,True
turkey criticizes german populism after merkel shift on eu membership,0,0,0.012358074000860225,0,0.005740046,0,0.00026697046,True
hezbollah declares syria victory russia says much of country won back,0,0,0.07473334875438217,0,0.019835126,0,0.00062470156,True
obamas illegals to get retro tax credits for time they worked in us illegally with no requirement to file,1,1,0.8014393611765323,1,0.99273103,1,0.9997886,True
 this one tweet explains how close trump is to destroying america,1,1,0.8971578751731488,1,0.7920279,1,0.9987237,True
us directly communicating with north korea seeks dialogue,0,0,0.022584248152355216,0,0.0042048967,0,0.07725431,True
us house democrats pelosi administration may shift funds for zika,0,0,0.07929789820820471,0,0.032332566,0,0.0014495756,True
trump campaigns digital director to meet house intelligence panel wsj,0,0,0.06845390417801235,0,0.012768994,0,0.0008605857,True
south korea china nuclear envoys to meet in beijing south korea government,0,0,0.009515117036534175,0,0.01652214,0,0.000652121,True
 target becomes americas first retailer to allow transgender people to use the bathroom of their choice,1,1,0.7279769781438992,1,0.9930434,1,0.99875534,True
senior cia intel wiretapping of trump transition team worse than watergate video,1,1,0.9203100702434539,1,0.9965551,1,0.6014494,True
appeals court upholds ohio law that shortens early voting,0,0,0.0775146188683624,0,0.071340404,0,0.0050312434,True
video patriots demand removal of communist flag,1,1,0.9792385834269496,1,0.9797743,1,0.83521265,True
boiler room   weapons of mass penetration,1,1,0.9423738485270561,1,0.914936,1,0.7128299,True
irs gives after school satan club taxexempt status in  daystea party groups still waiting,1,1,0.6060311645688663,1,0.95608896,1,0.991814,True
china disputes trumps claims of fentanyl flood into united states,0,0,0.40088953375843145,0,0.15252341,0,0.0013278321,True
america takes in  refugees in  months why are we taking refugees from places on this list,1,1,0.8767837413851514,1,0.99254453,1,0.99958473,True
official photo released to mark th wedding anniversary of queen elizabeth,0,1,0.6454111547974903,0,0.3076068,0,0.14591439,False
ohio legislature votes to allow limited medical marijuana use,0,0,0.3461215416012727,0,0.07487807,0,0.00539306,True
straight from the heart pres trump speaks to leos about executive order i listened to a bunch of stuff last night on television that was disgraceful video,1,1,0.9291907761100906,1,0.9993692,1,0.9998542,True
crazy like a fox joe biden announces  billion dollar loan to moneysucking amtrakno were not kidding,1,1,0.9281594198325923,1,0.994333,1,0.99963,True
trump campaign aide met russian officials in  ny times,0,0,0.1587623960631103,0,0.01997302,0,0.0015432517,True
trump calls for special prosecutor to investigate clinton foundation,0,0,0.26687629916417255,0,0.112898685,0,0.004933236,True
if trump says iran violating nuclear deal does not mean us withdrawal haley,0,0,0.053594920081838124,0,0.13082786,0,0.06151997,True
trump says ready to act alone on north korea,0,0,0.011143919325024622,0,0.010149456,0,0.0011817985,True
presidents son had legitimate reasons to not answer house panel questions white house,0,0,0.07125625309441011,1,0.5710017,0,0.0026447452,False
 paul ryan assaults healthcare on twitter and gets butchered by the public tweets,1,1,0.9602097964340717,1,0.9873527,1,0.9997985,True
 civil rights icon drops mic on incoming trump presidency trump sure to attack video,1,1,0.8323901194709364,1,0.9937216,0,0.32160407,False
british pm may disagrees with us decision to move embassy to jerusalem spokesman,0,0,0.020308892122119053,0,0.0281467,0,0.0027200202,True
tillerson trump did not discuss sources methods in meeting with russias lavrov,0,0,0.09107810250402112,0,0.07477766,0,0.00048209392,True
kremlin we see trumps tweets as official statements,0,1,0.5034971930822257,0,0.11871028,0,0.0011889159,False
breaking michael brown friend who started handsupdontshoot lie arrested,1,1,0.9357344620925128,1,0.92796224,1,0.9981042,True
chinas xi stable development of chinaus economic ties to drive global growth,0,0,0.050228120676665794,0,0.16125177,0,0.0006628098,True
 kushner takes the only life boat watches junior and manafort drown from the shore,1,0,0.29747044327859445,1,0.88056415,1,0.99839264,False
britains labour shifts on brexit proposes staying in customs union,0,0,0.07194439776198593,0,0.039790913,0,0.00019742773,True
trump vows to back us dairy farmers in canada trade spat,0,0,0.06182507462295342,0,0.033381984,0,0.0011247939,True
australian former governorgeneral and peacemaker ninian stephen dies at ,0,0,0.18546720311039838,0,0.094690904,0,0.0002795439,True
ireland to review us customs preclearance at irish airports,0,0,0.10119549286142293,0,0.071363054,0,0.0026782434,True
secret service manpower shortage as campaigns ramp up,0,0,0.47406606433714155,0,0.4029111,0,0.053315103,True
 watch trump makes lame attempt to lecture his fans and it backfires hilariously,1,1,0.9777553024251409,1,0.99251336,1,0.99975747,True
supporters of egypt presidential hopeful arrested say security sources family,0,0,0.06548229792404217,0,0.016563287,0,0.00020947903,True
eu seriously concerned about trumps jerusalem decision,0,0,0.06323396628944583,0,0.034619868,0,0.0007543094,True
controversy over christian flag engulfs small town,1,1,0.7725554055510947,0,0.31306192,0,0.19239539,False
 trump just shamed our country yet again with his latest diplomacy disaster details,1,1,0.9831609075315528,1,0.99717724,1,0.9997415,True
republicans see tax reform complicated by trump deal with democrats,0,0,0.07791741901952298,0,0.10495153,0,0.0010236972,True
illegal aliens set up huge tent cityyou wont believe where it is video,1,1,0.9962508542776867,1,0.99943143,1,0.9997205,True
australia celebrates day for love as it allows samesex marriage,0,0,0.35306070068304374,0,0.17387052,0,0.00086962467,True
twitter posts hilarious images after announcement that its now illegal to post images of putin as gay,1,1,0.9730017679987955,1,0.99942064,1,0.9993783,True
cuba wants to sign accords with us before obama exit officials,0,0,0.15414759500342412,0,0.09578284,0,0.0031071985,True
obama declines comment on reports of possible removal of nsa chief,0,0,0.1714988063409455,0,0.06755848,0,0.0017711137,True
trump jr kushner met with russian lawyer new york times,0,0,0.3478924507269266,0,0.09848386,0,0.0010488499,True
state dept releases  clinton emails but the white house refuses to release the most important ones,1,0,0.30154454961345,1,0.9823225,1,0.9975777,False
 mueller just told trump to fck off with his threats expands probe to trump family finances,1,1,0.8735785770092109,1,0.99363756,1,0.7788342,True
 supreme court strikes down texas abortion law and antichoicers are positively fuming tweets,1,0,0.47230160981040753,1,0.9594945,1,0.99976355,False
zimbabwes ruling party expels former vice president mnangagwa,0,0,0.058706586480039596,0,0.016479146,0,0.00019527008,True
watch hillary squirm when mainstream media asks if she plans to watch  hours movie,1,1,0.9915250947195281,1,0.9873532,1,0.9997569,True
trump says he is considering quotas tariffs on chinese steel dumping,0,0,0.07131083687982034,0,0.025799127,0,0.0011527758,True
us companies hope trump will stick to business roots back cuba ties,0,0,0.16595078980352346,0,0.15603639,0,0.004162434,True
watch hero singlehandedly shut down antitrump protest hey this is library video,1,1,0.9949078554459384,1,0.9985273,1,0.9998055,True
saudi arabia to extract uranium for selfsufficient nuclear program,0,0,0.10536617100263128,0,0.017972814,0,0.0012538848,True
leftist media openly displaying dislike for trump mike barnicle im sick of seeing him andrea mitchell annoyed with trump video,1,1,0.977722095358499,1,0.99933285,1,0.9997938,True
 north carolinas new antigay law just killed hundreds of jobs,1,1,0.6216503970178335,0,0.37832803,1,0.9725347,False
trump says something could happen on climate accord,0,0,0.04378298749901712,0,0.014681067,0,0.0017904363,True
 antisemitism is rapidly rising and its all thanks to trump supporters,1,1,0.7357288245221748,0,0.32838556,1,0.87257963,False
obama puts americans in grave danger with new plan to close gitmo and move prisoners to us,1,1,0.6629132428809561,1,0.9907776,1,0.99977833,True
trumps says conservative house lawmakers line up behind healthcare bill,0,0,0.015884126749472146,0,0.019627519,0,0.0007460545,True
trump now president pledges to put america first in nationalist speech,0,1,0.7253850588001386,1,0.60619444,0,0.08979102,False
epic rick santelli calls out liberal panel on election night i never saw you so unhappy video,1,1,0.9231012900416105,1,0.99954337,1,0.99979264,True
 ammon bundys own safety committee tells him and his militia terrorists to go home video,1,1,0.9063840975887795,1,0.9981375,1,0.99981517,True
south korea considers scrapping exercise with us for olympics yonhap,0,0,0.0833721805695345,0,0.025794929,0,0.0058765537,True
 msnbc anchor repeatedly asks guests if trump is trying to provoke a domestic terrorist attack,1,1,0.8273151034894621,1,0.972881,1,0.99486023,True
iran says warns off us u spy plane drone,0,0,0.04890220013904246,0,0.012045095,0,0.0013538478,True
saudi arabia agrees to buy russian s air defense system arabiya tv,0,0,0.06785256924940444,0,0.031382494,0,0.0005731376,True
 michigans republican governor needs your tax dollars to fix the flint water crisis he created,1,0,0.3961053209445059,1,0.9610722,1,0.99876726,False
exus house speaker hastert released from minnesota prison,0,0,0.12118480552206101,0,0.031331073,0,0.000558494,True
obamas doj to blame iran for cyberattack on ny dam in waitwhat about that deal with obamas ally in ,1,1,0.7978060747046208,1,0.9925068,1,0.9140663,True
slippery snake james clapper resigns in time for the era of trumpremember the not wittingly moment video,1,1,0.948689922753032,1,0.99974257,1,0.99191344,True
senator mccain visiting pakistan seeks better ties in islamist fight,0,0,0.032377949575025634,0,0.013742256,0,0.0012118593,True
shout poll will donald trump hold his lead or will he tank,1,1,0.6403439160339703,1,0.6797366,1,0.967108,True
factbox trump to meet with exford ceo us lawmakers others,0,0,0.00608609658484224,0,0.0035411639,0,0.00027615923,True
 watch anderson cooper stupefies trumps campaign manager with a preschool math lesson,1,1,0.9048864727944312,1,0.9858628,1,0.99903595,True
senate armed services chair mccain trump transgender decision inappropriate,0,0,0.13689768490396578,0,0.028886212,0,0.0021961888,True
syrian kurds say russia has promised they can attend sochi talks,0,0,0.06069485972684935,0,0.008023113,0,0.0005060268,True
diamond and silk give it to underhanded meryl streep video,1,1,0.9146832610298922,1,0.9282276,1,0.889456,True
president trump issues warning to john mccain after senators tough speech,1,1,0.7698300731699337,1,0.9597952,0,0.0016192195,False
 trumps version of firing james comey was just blown out of the water,1,1,0.9411210302300864,1,0.99340963,1,0.9996333,True
trump warns may terminate nafta treaty,0,0,0.1702521317368501,0,0.13350429,0,0.00127611,True
pakistan police arrest dozens from islamist party blocking entrance to capital,0,0,0.025381894550946252,0,0.12667054,0,0.00086761726,True
the view host furiousdrops bombshell on being let go,1,1,0.8497850839456337,0,0.35236046,1,0.99878246,False
us china discuss mutually beneficial economic relationship,0,0,0.04190819137382691,0,0.017537132,0,0.0033509666,True
us senate democrat leader demands reversal of immigration order,0,0,0.09820248582403394,0,0.023452204,0,0.0062628593,True
erdogan spokesman calls for syrian nofly zone without delay,0,0,0.04281438146793795,0,0.009310879,0,0.0011134555,True
australian woman escapes the noose for drug trafficking in malaysia,0,0,0.21069574954468123,0,0.08887426,0,0.0004999037,True
us senate majority leader looking at ways to help puerto rico,0,0,0.11517781218900966,0,0.02243359,0,0.40642688,True
french police find more explosives after raid near paris,0,0,0.08944324916884493,0,0.026545638,0,0.00039692697,True
democrats seek trumps cooperation on drug price reform,0,0,0.07116252235581116,0,0.01632512,0,0.004245087,True
indonesia president nominates air chief to replace controversial military head,0,0,0.052117616411626676,0,0.08376975,0,0.0003218226,True
critics decry trump plan to limit counterextremism program,0,0,0.12329086569870905,0,0.07609011,0,0.0015845629,True
house speaker cites progress on puerto rico debt bill,0,0,0.024735120398739485,0,0.022470377,0,0.00056772487,True
flashback trump plans strategy against north korea in  interview video,1,1,0.7622873080106887,1,0.963979,0,0.012505171,False
head games technology with the potential to shape reality,1,0,0.29939349094909196,0,0.11225952,0,0.051489063,True
us calls on pakistan to arrest recently freed islamist leader,0,0,0.04291542410175569,0,0.048668798,0,0.018712794,True
greek guerrilla group assassin given jail leave triggering row,0,0,0.2564669772312802,0,0.07110346,0,0.0003323919,True
day of rage  a knife a fake bomb belt a death,0,1,0.6521994979392011,0,0.4793166,0,0.22535428,False
us senator expresses concern about ag tech mergers,0,0,0.1982378410005527,0,0.04803613,0,0.019715486,True
the case against sean penn why do americans who love their country still support him video,1,1,0.9695218091482096,1,0.9986835,1,0.99909663,True
obamas epa gestapo to skip hearing on co mine toxic sludge disasterwill attend un climate change meeting with obama instead,1,1,0.6872842507223043,1,0.9986656,1,0.99739313,True
us lawyer defending travel ban grilled in court over trumps tweets,0,0,0.3251083639729171,0,0.09161005,0,0.17221248,True
promote peace chinas xi tells soldiers at first overseas base,0,0,0.07673423900924294,0,0.06074665,0,0.0022701772,True
well lift russia sanctions when east ukraine is peaceful merkel,0,0,0.0210005818738056,0,0.015021802,0,0.00094489544,True
breaking video black supremacy terror group planning something big for black lives matter movement wasnt enoughits unavoidableits about to go downits open season on whites and crackers,1,1,0.9957448293921737,1,0.9999248,1,0.99967396,True
 former cia covert agent details why trumps dismissal of facts is a threat to our country,1,1,0.8762459749467425,1,0.9990791,1,0.99948406,True
three arrested after hanging antitrump banner near cleveland convention,0,0,0.28902057560075606,0,0.109485775,0,0.028441064,True
probusiness fdp says upbeat that german coalition deal possible,0,0,0.0161363719636329,0,0.0010952632,0,0.00023146033,True
 seth meyers hilariously tells the news media how they should do their jobs and hes right video,1,1,0.9907847749904292,1,0.99934024,1,0.9998281,True
natos top soldier says trump comments play into hands of putin,0,0,0.11174639023469067,0,0.06276474,0,0.00027471516,True
video friday nights hysterical take on the boehner mcconnell cruz tussle,1,1,0.8500582191842909,1,0.9938792,1,0.9961992,True
shocking video shows how easily islamic terrorists are able to enter the usa from canada,1,1,0.9672934989610673,1,0.9955805,1,0.9998448,True
 arizonas largest newspaper breaks  year tradition backs democrat for president,1,1,0.5358522088264501,1,0.51885295,0,0.015990417,False
trump team weighs infrastructure bank to fund projects trump adviser,0,0,0.1368490844037376,0,0.12246589,0,0.00041942092,True
russian lawmaker warns north korea ready to launch missile capable of hitting us,1,0,0.056766806757832,0,0.09027733,0,0.1424225,True
us general lori robinson to become first woman to lead combatant command,0,0,0.28385482605405005,0,0.28484926,1,0.87527514,False
president and first lady arrive in texas serve food hand out coloring books we are with you video,1,1,0.9686517684213225,1,0.99926,1,0.99953234,True
democratic congressman schiff says sessions should resign,0,0,0.11463067744041365,0,0.009015694,0,0.001348957,True
turkeys erdogan says he will discuss gulf crisis in kuwait,0,0,0.021852591473669088,0,0.005861964,0,0.000501374,True
survey top ten fears of ,1,0,0.13058270158575558,1,0.7733888,0,0.24614471,False
ai weiwei critical of china at opening of swiss exhibit,0,0,0.06697959266529659,0,0.049430028,0,0.006928421,True
wi gov scott walker if youre ablebodied and want welfare youre going to be drugtested,1,1,0.9252600697999427,1,0.97696096,1,0.99968815,True
trump identifies  potential supreme court nominees,0,0,0.2543723845839611,0,0.13412604,0,0.003316315,True
us court rules arkansas can block planned parenthood funding,0,0,0.22884780512562003,0,0.03500934,0,0.06767369,True
trump heads to japan with north korea on his mind,0,0,0.06473240233454278,0,0.013320014,0,0.0016212958,True
 after pepsi botched its ad campaign heineken gets theirs exactly right video,1,1,0.9787448045367745,1,0.99484384,1,0.99841714,True
us governors want congress to keep funding health benefits for poor,0,0,0.16738211889914745,1,0.53072333,0,0.15161866,False
seven iranians freed in the prisoner swap have not returned to iran,1,0,0.1109497551480496,0,0.12034669,0,0.013041188,True
blaming judges is corrosive says a judge who ruled against trump,0,0,0.08248705213092083,0,0.020255022,0,0.006364123,True
two women injured by hammerwielding attacker in eastern france,0,0,0.14425132169094732,0,0.045933973,0,0.0011473201,True
south korea warns north not to repeat armistice violation,0,0,0.059804424182286355,0,0.00359706,0,0.0013953022,True
south korea says trumps warning to north korea firm and specific,0,0,0.022318574400840077,0,0.0053168307,0,0.0004674158,True
factbox trump to meet tech leaders from google apple others  sources,0,0,0.011615556425467927,0,0.0042524766,0,0.0002867518,True
 sarah palin could be trumps ambassador to canada and canadians are not liking it tweets,1,1,0.9285716911184965,1,0.99322647,1,0.9934503,True
bonkers maxine waters leads chant impeach  at pride paradestay woke video,1,1,0.9216107571621767,1,0.987695,1,0.9574741,True
senator pushes to remove clintons name from airport video,1,1,0.8995978076684588,1,0.9141319,0,0.001867654,False
 latest trump campaign ad reveals his disturbing plans for day one in the white house video,1,1,0.9529969390922578,1,0.9969591,1,0.99749196,True
venezuelas former ambassador to un leaves the united states source,0,0,0.10860917603010602,0,0.082279906,0,0.0008314608,True
republican tax bill hits wind power solar largely unscathed,0,0,0.11126489781000573,0,0.020011365,0,0.003900628,True
malawi vampirism mania spreads as two die in mob violence,0,0,0.38073238666123677,0,0.104133785,0,0.0019579728,True
factbox trump gives nod to keystone xl oil pipeline,0,0,0.06744720129886525,0,0.011329062,0,0.00025593955,True
no indication trump does not support fbi head white house spokesman says,0,0,0.05941440241705206,0,0.01027454,0,0.00095639814,True
ugandan army attacks rebel camps in eastern congo,0,0,0.09834634608669061,0,0.07967601,0,0.00042193712,True
iran hopes hariri will remain lebanons prime minister,0,0,0.024786535952175025,0,0.004953144,0,0.00029870367,True
us tax plan threatens wall streets bermuda idyll,0,0,0.140950926036902,0,0.014675813,0,0.00085052184,True
 new hampshire republican calls pope francis the antichrist image,1,0,0.3374705471276459,0,0.11331337,0,0.28084406,True
pakistan says over  baloch separatist militants surrender,0,0,0.020490017645896242,0,0.006205987,0,0.00023921701,True
trump says not ready to support house speakers agenda,0,0,0.024557313661399648,0,0.0073338924,0,0.00080162514,True
 reports confirmed major corporate sponsor just ditched the rnc to boycott trump,1,1,0.8983501116628266,1,0.9288245,1,0.9997731,True
handpicked successor and son of disgraced lawmaker john conyers reportedly bodyslammed spit upon and slit his girlfriend with knife,1,1,0.5014224957110992,1,0.9990096,1,0.9998542,True
us backed by china proposes tough nkorea sanctions at un,0,0,0.03697503975112898,0,0.041603982,0,0.00032999978,True
fake news the collapse of the msms facebook russian bot story,1,1,0.871279237352253,0,0.3169987,1,0.9467767,False
 republican compares preexisting conditions to car accidents you should pay more,1,0,0.473140429771491,1,0.6134104,1,0.9788014,False
macris coalition poised to win key argentina midterm vote opinion polls,0,0,0.13786523271838688,0,0.20922007,0,0.00029398937,True
trump offers to help pakistan calls pm sharif a terrific guy islamabad,0,0,0.10069081645755436,0,0.052837748,0,0.0018931897,True
trump blames both democrats and republicans for allegations,0,0,0.4570442157490611,0,0.14523031,0,0.0051654,True
uncensored video real new yorkers opinions on trump,1,1,0.9530977144958831,1,0.9885539,0,0.03863071,False
 energy department tells trump to go fck himself in response to his climate change witch hunt,1,1,0.6305712357808249,1,0.9819402,1,0.99782556,True
muslim miss universe contestant ignores competition rules other candidates must followmakes up her own rules,1,1,0.522170310075854,1,0.9910908,1,0.9992643,True
hillary clinton meets black lives matter says members will play an important and constructive role in americas future video,1,1,0.9424804903468217,1,0.9995426,1,0.94861925,True
 watch fox women shred male colleague for calling trump the ultimate feminist,1,1,0.9704060125588615,1,0.9867551,1,0.9997863,True
son of russian lawmaker sentenced in us for role in cyber crime ring,0,0,0.08949572903176972,0,0.33971614,0,0.06254571,True
egyptian air force strikes arms convoy at libyan border,0,0,0.09845808568054747,0,0.034309734,0,0.0007190319,True
harris corp wins  billion us defense contract pentagon,0,0,0.11739333448340676,0,0.05828038,0,0.003074674,True
cnn cuts feed of congressman as soon as he speaks about refugee crimeanchor claims its tv gremlins video,1,1,0.9359122425254732,1,0.9990061,1,0.9867025,True
muslim migrant woman caught spitting on angry germans swarming around bus at asylum center video,1,1,0.9609005847677714,1,0.9987888,1,0.9996891,True
afghan president says trump war plan has better chance than obamas,0,0,0.24701719143040077,0,0.041905694,0,0.00082883856,True
trump under fire on many fronts expands campaign team,0,0,0.2568296367709618,0,0.13430628,0,0.001167906,True
eu leaders to call for end to north koreas weapons program draft,0,0,0.04560664941865058,0,0.014327068,0,0.00038908835,True
democrat thugs vandalize republican offices across several statesnow whos deplorable,1,1,0.6364474241289346,0,0.32249784,1,0.8154117,False
 trump gets his a handed to him for whining about unfair protest against him,1,1,0.8768134145189009,1,0.97420305,1,0.99845695,True
fincantieri naval group may exchange stakes in future military alliance,0,0,0.15997630351331246,0,0.07048932,0,0.0006667912,True
maine democrat congressman makes death threat against president trumpcalls trump supporters aholes dumb fks,1,1,0.8333440155894222,1,0.9849259,1,0.9477388,True
red cross halts aid to swathe of south sudan after staff member killed,0,0,0.08577716346443151,0,0.034417726,0,0.00027442953,True
 watch kellyanne conway smears investigators to give trump an excuse to fire them,1,1,0.9682691770105297,1,0.98745626,1,0.9998331,True
us nordic nations call on russias military to comply with obligations ,0,0,0.1625611589934761,0,0.054303907,0,0.14674997,True
as trump visits un new york prepares for super bowl of security,0,0,0.2504854942860799,0,0.29252604,0,0.010452063,True
 scott baio tries to push hillarys body double conspiracy and fails miserably tweets,1,1,0.9057944012012489,1,0.9990397,1,0.99800485,True
obamas justice dept grants immunity to staffer who set up clinton email server,1,0,0.39110269072689396,1,0.87514365,0,0.0042889616,False
trumps tariff plan could boomerang spark trade wars with china mexico,0,0,0.06194191517870743,0,0.01160476,0,0.00050256803,True
house republicans propose to scrap  electric vehicle credit,0,0,0.13961942561031235,0,0.1125096,0,0.005448704,True
 republican senator prays for god to kill obama as soon as possible let his children be fatherless,1,1,0.5989659025320969,1,0.99322766,1,0.9996749,True
 donald trump jr throws massive hissy fit over johnny depps bad joke,1,1,0.9459509256268893,1,0.84367836,1,0.9996259,True
yet another north korean boat found in distress in japanese waters,0,0,0.1120148072175683,0,0.032811735,1,0.9763366,False
un braces for more rohingya to flee seeks access to rakhine myanmar,0,0,0.021440559312298418,0,0.015543429,0,0.00023577902,True
us national security agencys deputy director is retiring,0,0,0.30801099458329756,0,0.05253246,0,0.029661853,True
house speaker ryan says opposes giving iran access to us dollar,0,0,0.027230435518607734,0,0.002132904,0,0.004512253,True
starbucks employee calls police on man wanting coffee name to be trumptrumpcup video,1,1,0.9175561643858176,1,0.9689442,0,0.09197671,False
 carly fiorina ambushes preschoolers on field trip to prove point about abortion video,1,1,0.9003845262341426,1,0.99339205,1,0.9949031,True
house committee questions head of trump campaign data firm sources,0,0,0.05061996531885767,0,0.032380026,0,0.0007120723,True
episode   sunday wire the nuremberg syndrome with guests mother agnes abdo haddad ghoufran derawan,1,1,0.8756021666294743,1,0.9859065,1,0.937051,True
british navy sacks nuclear submariners over cocaine use,0,0,0.17131002739274506,0,0.038803793,0,0.00054409396,True
south africas zuma appeals court ruling on state prosecutors appointment local media,0,0,0.03179326802637141,0,0.027883587,0,0.00017144742,True
supreme court allows broad trump refugee ban,0,0,0.22673597501331494,0,0.08548708,0,0.009741678,True
democrats sell promo tshirt democrats give a sht about peoplehow low can you go,1,1,0.5748326530327641,1,0.78671896,1,0.9975877,True
mylan offers discounts on epipen amid wave of criticism,0,0,0.0650405177212438,0,0.03265689,0,0.0011700023,True
 alabamas chief justice just spit on the constitution reinstates ban on gay marriage,1,1,0.6720407128411061,1,0.9497995,1,0.99954045,True
 new obama rule will stop republicans from defunding planned parenthood  forever,1,1,0.5605855703182052,0,0.35983646,1,0.98177123,False
kenyan police fire teargas to break slum protests after four murdered,0,0,0.1193423638997844,0,0.07962134,0,0.00025540692,True
eu readies sanctions on venezuela approves arms embargo,0,0,0.01913904673262568,0,0.018770142,0,0.00038421096,True
 snl absolutely destroys gop candidates in cold opening video,1,1,0.9931755993619615,1,0.9963503,1,0.9994854,True
obama dances at lastever white house gig to drakes hotline bling video,1,1,0.9493170807616734,1,0.9929899,1,0.81868863,True
new school offers education salvation for syrian girls in lebanon,0,0,0.31674581603810564,0,0.08733298,0,0.085548736,True
zimbabwe accuses american citizen of trying to overthrow government lawyer,0,0,0.35456882866147205,0,0.39203843,0,0.0016125069,True
all hat no cattle sarah sanders hits back at cowgirl congresswomans claim that gen kelly was lying about her video,1,1,0.9223627886537644,1,0.9995499,1,0.9998325,True
 looks like the matrix may actually happen  check out this amazing new brain implant video,1,1,0.9887127995551753,1,0.99476874,1,0.99983037,True
wow bernie sanders goes full commie calls for social economic environmentaljustice video,1,1,0.9944070338788475,1,0.999463,1,0.9997187,True
young migrants face more dangers after reaching italy,0,0,0.25577697262895693,0,0.067911215,0,0.013542159,True
austrian conservative leader sees many options on coalitions,0,0,0.0866936756585389,0,0.04021848,0,0.00030684893,True
